Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
4,Q16,1544670230.517446,937749,0,0
3,Q13,1544670231.355206,162377,0,0
1,Q2,1544670231.417700,225949,0,0
1,Q2,1544670231.543672,225413,0,0
3,Q13,1544670231.669152,153191,0,0
6,Q18,1544670231.722498,816124,0,0
1,Q2,1544670232.438418,224150,0,0
6,Q18,1544670232.561776,770810,0,0
3,Q13,1544670233.233032,155160,0,0
3,Q13,1544670233.287406,148478,0,0
1,Q2,1544670233.336011,221418,0,0
4,Q16,1544670233.457581,956728,0,0
2,Q11,1544670234.314070,275496,0,0
1,Q2,1544670234.488889,240991,0,0
6,Q18,1544670234.630715,764952,0,0
1,Q2,1544670235.295406,226666,0,0
3,Q13,1544670235.422145,154626,0,0
1,Q2,1544670235.476311,221654,0,0
