Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
6,Q18,1544664366.547848,963483,0,0
5,Q17,1544664367.411207,3111849,0,0
2,Q11,1544664370.422348,107219,0,0
2,Q11,1544664370.429214,105695,0,0
3,Q13,1544664370.434936,174569,0,0
1,Q2,1544664370.509415,685719,0,0
7,Q19,1544664371.095022,3107956,0,0
5,Q17,1544664374.103598,3107359,0,0
2,Q11,1544664377.111765,105138,0,0
1,Q2,1544664377.117271,703383,0,0
2,Q11,1544664377.721134,104629,0,0
2,Q11,1544664377.725536,104446,0,0
2,Q11,1544664377.729946,104924,0,0
8,Q22,1544664377.735455,213253,0,0
6,Q18,1544664377.849290,839394,0,0
7,Q19,1544664378.588889,3108326,0,0
8,Q22,1544664381.597372,224052,0,0
6,Q18,1544664381.721752,975526,0,0
1,Q2,1544664382.598021,690540,0,0
3,Q13,1544664383.189144,166711,0,0
2,Q11,1544664383.256301,104468,0,0
7,Q19,1544664383.260700,3108554,0,0
8,Q22,1544664386.268458,216128,0,0
3,Q13,1544664386.384130,163843,0,0
6,Q18,1544664386.447604,949727,0,0
3,Q13,1544664387.297344,165728,0,0
1,Q2,1544664387.363078,697764,0,0
4,Q16,1544664387.961063,1060264,0,0
6,Q18,1544664388.920827,969869,0,0
2,Q11,1544664389.790700,105077,0,0
1,Q2,1544664389.795241,703167,0,0
3,Q13,1544664390.398233,164524,0,0
1,Q2,1544664390.462765,705904,0,0
6,Q18,1544664391.068492,958915,0,0
3,Q13,1544664391.926943,167294,0,0
7,Q19,1544664391.994569,3106874,0,0
2,Q11,1544664395.001094,105041,0,0
8,Q22,1544664395.005680,217029,0,0
2,Q11,1544664395.122307,104864,0,0
7,Q19,1544664395.126872,3108845,0,0
1,Q2,1544664398.135236,708702,0,0
2,Q11,1544664398.744322,104150,0,0
5,Q17,1544664398.748912,3104640,0,0
5,Q17,1544664401.753943,3108010,0,0
6,Q18,1544664404.761492,960132,0,0
4,Q16,1544664405.621633,1139654,0,0
7,Q19,1544664406.660604,3107495,0,0
6,Q18,1544664409.667626,969329,0,0
6,Q18,1544664410.536867,968304,0,0
4,Q16,1544664411.405005,1138900,0,0
1,Q2,1544664412.443991,688709,0,0
8,Q22,1544664413.032818,220396,0,0
4,Q16,1544664413.153081,1087427,0,0
1,Q2,1544664414.140856,684706,0,0
7,Q19,1544664414.725625,3106564,0,0
4,Q16,1544664417.731885,1076488,0,0
4,Q16,1544664418.707566,1144181,0,0
7,Q19,1544664419.751935,3108153,0,0
7,Q19,1544664422.760085,3109014,0,0
