Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
4,Q4,1544676850.365183,33067701,603,0
4,Q4,1544676850.365183,8874406,632,0
9,Q16,1544676850.365184,1218979,636,0
4,Q4,1544676850.368542,22405538,660,0
13,Q21,1544676850.368543,9838950,627,0
14,Q22,1544676850.368543,33064399,658,0
4,Q4,1544676850.368543,9260989,576,0
5,Q6,1544676850.368543,3088270,670,0
5,Q6,1544676850.368544,25437674,613,0
1,Q1,1544676850.368544,8871173,582,0
2,Q2,1544676850.370798,9839841,676,0
5,Q6,1544676850.370799,1159397,548,0
5,Q6,1544676850.370799,22403234,655,0
1,Q1,1544676850.370799,3086014,651,0
6,Q11,1544676850.370799,25435672,692,0
5,Q6,1544676850.370800,8868770,523,0
6,Q11,1544676850.370800,9258740,689,0
9,Q16,1544676850.370800,33190669,710,0
14,Q22,1544676850.370801,2880462,683,0
14,Q22,1544676850.370801,22403244,510,0
8,Q14,1544676850.371924,9838689,705,0
13,Q21,1544676850.371924,8507162,536,0
14,Q22,1544676850.371924,25434428,519,0
14,Q22,1544676850.374176,8321268,492,0
14,Q22,1544676850.374177,8865340,717,0
5,Q6,1544676850.374177,9255347,501,0
7,Q12,1544676850.376418,33183412,723,0
12,Q19,1544676850.376419,22397801,478,0
2,Q2,1544676850.378666,9834716,730,0
5,Q6,1544676850.378666,8500395,724,0
14,Q22,1544676850.378667,9251071,480,0
1,Q1,1544676850.380932,8858629,752,0
12,Q19,1544676850.380932,25425628,457,0
13,Q21,1544676850.380932,33178827,472,0
6,Q11,1544676850.380933,8314544,448,0
1,Q1,1544676850.380933,22393246,461,0
1,Q1,1544676850.380933,8858614,439,0
13,Q21,1544676850.380933,9829709,445,0
5,Q6,1544676850.383185,8495922,468,0
4,Q4,1544676850.383185,9246548,761,0
5,Q6,1544676850.383185,25423421,768,0
5,Q6,1544676850.383186,9246553,430,0
4,Q4,1544676850.383186,33176619,411,0
13,Q21,1544676850.383186,8312361,421,0
13,Q21,1544676850.383186,25423431,425,0
1,Q1,1544676850.383187,8312273,410,0
4,Q4,1544676850.383187,22391109,787,0
13,Q21,1544676850.386542,9824043,800,0
4,Q4,1544676850.386542,8492534,400,0
14,Q22,1544676850.386542,33173322,405,0
4,Q4,1544676850.386543,8853149,815,0
13,Q21,1544676850.391039,22383257,829,0
13,Q21,1544676850.391039,8488153,379,0
14,Q22,1544676850.391040,9822249,384,0
8,Q14,1544676850.391040,25415497,822,0
9,Q16,1544676850.391040,25544178,372,0
14,Q22,1544676850.392169,9237703,381,0
14,Q22,1544676850.392169,8303288,355,0
5,Q6,1544676850.392170,8847816,850,0
1,Q1,1544676850.392170,33167909,851,0
9,Q16,1544676850.392170,23688805,390,0
9,Q16,1544676850.392170,8547116,352,0
14,Q22,1544676850.392170,9818487,860,0
2,Q2,1544676850.406790,9226370,930,0
5,Q6,1544676850.406790,8288757,310,0
4,Q4,1544676850.406791,9806489,938,0
4,Q4,1544676850.406791,33153317,279,0
5,Q6,1544676850.406791,22372881,906,0
1,Q1,1544676850.406791,8833272,270,0
7,Q12,1544676850.406791,25527106,244,0
1,Q1,1544676850.406791,9806489,285,0
13,Q21,1544676850.406792,8475707,239,0
4,Q4,1544676850.406792,8288691,229,0
4,Q4,1544676850.406792,33153240,926,0
8,Q14,1544676850.406793,9226337,350,0
5,Q6,1544676850.406793,8833252,261,0
1,Q1,1544676850.406793,22372904,251,0
1,Q1,1544676850.406793,25527087,900,0
13,Q21,1544676850.406794,8478772,890,0
4,Q4,1544676850.406794,9226349,48,0
14,Q22,1544676850.406794,8833485,224,0
5,Q6,1544676850.406794,33153325,320,0
5,Q6,1544676850.406795,8288875,896,0
8,Q14,1544676850.406795,23672292,913,0
14,Q22,1544676850.406795,9806550,885,0
14,Q22,1544676850.406795,9226287,878,0
1,Q1,1544676850.406796,8529754,299,0
11,Q18,1544676850.406796,25530674,295,0
2,Q2,1544676850.407916,8835645,53,0
2,Q2,1544676850.407916,8290995,34,0
9,Q16,1544676850.407916,33202631,911,0
14,Q22,1544676850.407916,9805351,38,0
1,Q1,1544676850.409044,23670042,204,0
13,Q21,1544676850.409044,8527590,57,0
13,Q21,1544676850.410169,8833370,33,0
14,Q22,1544676850.460782,33099527,73,0
4,Q4,1544676850.460782,9172320,24,0
4,Q4,1544676850.460782,8238057,76,0
1,Q1,1544676850.460783,25476678,11,0
13,Q21,1544676850.460783,9752575,20,0
4,Q4,1544676850.468660,23612457,29,0
8,Q14,1544676850.468660,8467889,14,0
2,Q2,1544676850.468660,9167183,177,0
4,Q4,1544676850.515399,8183463,6,0
14,Q22,1544676850.515399,23565554,91,0
4,Q4,1544676850.515399,33045089,166,0
4,Q4,1544676850.515399,25422071,99,0
14,Q22,1544676850.515400,8728112,156,0
6,Q11,1544676850.515400,9697897,106,0
8,Q14,1544676850.515400,8421364,102,0
2,Q2,1544676850.516518,25423343,127,0
5,Q6,1544676850.516518,9119297,115,0
14,Q22,1544676850.516519,8726982,125,0
4,Q4,1544676850.516519,33090803,170,0
4,Q4,1544676850.517639,8181222,641,0
5,Q6,1544676850.517639,9695881,869,0
1,Q1,1544676850.517639,8418993,947,0
11,Q18,1544676850.517639,25427674,135,0
4,Q4,1544676850.517640,23561447,958,0
6,Q11,1544676850.517640,9118175,981,0
2,Q2,1544676850.517640,33091209,969,0
1,Q1,1544676850.520979,8722580,990,0
1,Q1,1544676850.520979,8177882,993,0
14,Q22,1544676850.520979,23558394,620,0
14,Q22,1544676850.520979,9692546,985,0
2,Q2,1544676850.557144,8379895,644,0
14,Q22,1544676850.557145,25388017,599,0
13,Q21,1544676851.431182,8204642,548,0
6,Q11,1544676851.484061,7759683,636,0
4,Q4,1544676852.729014,30879867,577,0
9,Q16,1544676852.729015,6026961,663,0
1,Q1,1544676852.729015,21353130,567,0
5,Q6,1544676852.729015,7484644,629,0
2,Q2,1544676852.729015,6210307,571,0
6,Q11,1544676852.729016,23216310,672,0
6,Q11,1544676852.732395,6511179,592,0
4,Q4,1544676852.732395,6903436,546,0
5,Q6,1544676852.732395,30876390,554,0
6,Q11,1544676852.732395,5969894,656,0
2,Q2,1544676852.797761,21284700,646,0
14,Q22,1544676852.797762,6141521,529,0
1,Q1,1544676852.797762,7415786,532,0
8,Q14,1544676852.797762,23147565,533,0
8,Q14,1544676852.798885,6839466,539,0
14,Q22,1544676852.848248,6395577,516,0
2,Q2,1544676852.848249,30762147,713,0
2,Q2,1544676852.848249,21234205,507,0
5,Q6,1544676852.848249,5905052,511,0
4,Q4,1544676852.849369,7364217,698,0
4,Q4,1544676852.850513,6088781,721,0
1,Q1,1544676852.850513,23094815,565,0
6,Q11,1544676852.850513,6785326,566,0
6,Q11,1544676852.850513,6393211,558,0
13,Q21,1544676852.901731,30707103,499,0
6,Q11,1544676852.902857,5850444,493,0
13,Q21,1544676852.951415,22993817,518,0
2,Q2,1544676852.951415,21131361,740,0
13,Q21,1544676852.951415,7262179,515,0
6,Q11,1544676852.951415,5987888,743,0
13,Q21,1544676852.952532,30656259,753,0
2,Q2,1544676852.952532,6363494,757,0
4,Q4,1544676852.952532,6683339,764,0
5,Q6,1544676852.952532,5800782,449,0
13,Q21,1544676852.952533,21130150,436,0
9,Q16,1544676852.952533,7313919,455,0
13,Q21,1544676852.952539,22992666,766,0
4,Q4,1544676852.952539,5986762,776,0
2,Q2,1544676852.952539,6685819,785,0
6,Q11,1544676852.952539,6306377,778,0
5,Q6,1544676852.953631,30655343,733,0
6,Q11,1544676852.958120,5795194,417,0
4,Q4,1544676853.008779,21073811,796,0
6,Q11,1544676853.008779,7255825,804,0
2,Q2,1544676853.008779,5933029,404,0
8,Q14,1544676853.008779,22936526,382,0
4,Q4,1544676853.008780,6629544,823,0
13,Q21,1544676853.008780,5744542,834,0
6,Q11,1544676853.008780,6307205,391,0
4,Q4,1544676853.008780,30600096,377,0
6,Q11,1544676853.008780,21073900,842,0
13,Q21,1544676853.008780,7255874,819,0
14,Q22,1544676853.008780,5932991,398,0
13,Q21,1544676853.010959,22934764,792,0
4,Q4,1544676853.010959,6627357,854,0
8,Q14,1544676853.010959,30597934,361,0
5,Q6,1544676853.010959,6305010,369,0
5,Q6,1544676853.062270,5691266,865,0
4,Q4,1544676853.062270,21020406,345,0
2,Q2,1544676853.062270,7202712,348,0
6,Q11,1544676853.062270,5879476,343,0
13,Q21,1544676853.062270,22883428,341,0
4,Q4,1544676853.062270,6576085,887,0
2,Q2,1544676853.062271,6199421,899,0
13,Q21,1544676853.062271,30548015,335,0
14,Q22,1544676853.063361,5690169,328,0
11,Q18,1544676853.063361,21019820,912,0
5,Q6,1544676853.063361,7201590,862,0
5,Q6,1544676853.064451,22880918,318,0
5,Q6,1544676853.064451,5877353,927,0
9,Q16,1544676853.064451,6627787,915,0
2,Q2,1544676853.115186,30497809,936,0
5,Q6,1544676853.115186,6200412,306,0
13,Q21,1544676853.115186,5638192,292,0
7,Q12,1544676853.115186,20968010,283,0
14,Q22,1544676853.115187,7149873,274,0
5,Q6,1544676853.115187,5826627,298,0
6,Q11,1544676853.115187,22830147,267,0
2,Q2,1544676853.116303,6573612,240,0
5,Q6,1544676853.116303,6199287,234,0
2,Q2,1544676853.116304,20966844,247,0
4,Q4,1544676853.116304,30496668,227,0
8,Q14,1544676853.116304,5637074,213,0
14,Q22,1544676853.116304,7148654,216,0
13,Q21,1544676853.116304,5825517,210,0
12,Q19,1544676853.116305,22829582,202,0
6,Q11,1544676853.116305,6573543,32,0
9,Q16,1544676853.116305,5687920,257,0
2,Q2,1544676853.116305,6148133,222,0
4,Q4,1544676853.116306,30496684,26,0
14,Q22,1544676853.116306,20966877,28,0
13,Q21,1544676853.116306,7148673,191,0
2,Q2,1544676853.116306,5828250,193,0
5,Q6,1544676853.116306,22829272,183,0
9,Q16,1544676853.116307,6200718,180,0
4,Q4,1544676853.116307,6573773,3,0
5,Q6,1544676853.116307,30496687,175,0
7,Q12,1544676853.116307,5685214,83,0
14,Q22,1544676853.116307,20966817,169,0
9,Q16,1544676853.117423,7200662,312,0
13,Q21,1544676853.117423,5827024,219,0
7,Q12,1544676853.118541,22827219,84,0
2,Q2,1544676853.118541,20964807,100,0
5,Q6,1544676853.118541,6197022,89,0
1,Q1,1544676853.118541,6571342,17,0
7,Q12,1544676853.118542,30494404,105,0
13,Q21,1544676853.118542,5683014,112,0
13,Q21,1544676853.118542,7197290,95,0
2,Q2,1544676853.118542,5828701,145,0
8,Q14,1544676853.118542,22827105,117,0
5,Q6,1544676853.118542,6571347,134,0
7,Q12,1544676853.118543,6197031,140,0
2,Q2,1544676853.118543,30496678,747,0
6,Q11,1544676853.121895,5679687,963,0
5,Q6,1544676853.121896,20961484,904,0
2,Q2,1544676853.121896,7194252,970,0
9,Q16,1544676853.121896,5877382,949,0
2,Q2,1544676853.121896,22826060,984,0
1,Q1,1544676853.121897,6194041,997,0
6,Q11,1544676853.121897,6568104,976,0
4,Q4,1544676853.121897,30493289,998,0
12,Q19,1544676853.150855,25451963,683,0
7,Q12,1544676853.354073,6962088,611,0
6,Q11,1544676853.354073,20729279,638,0
14,Q22,1544676853.357343,22590384,661,0
9,Q16,1544676853.357343,22923071,670,0
6,Q11,1544676853.357344,6332551,651,0
14,Q22,1544676853.489785,5825802,622,0
6,Q11,1544676853.496415,30118862,639,0
1,Q1,1544676853.496415,25106406,634,0
4,Q4,1544676853.496415,20587040,642,0
1,Q1,1544676853.498656,22449053,556,0
2,Q2,1544676853.498656,22779735,657,0
5,Q6,1544676853.498656,34285123,585,0
4,Q4,1544676853.498656,22449100,574,0
1,Q1,1544676853.498657,34285063,560,0
12,Q19,1544676853.498657,28058644,588,0
14,Q22,1544676853.498657,22779584,589,0
8,Q14,1544676853.498657,26671335,607,0
14,Q22,1544676853.498658,30116629,543,0
8,Q14,1544676853.498658,20584996,594,0
9,Q16,1544676853.498658,25169411,604,0
5,Q6,1544676853.502063,28055404,530,0
7,Q12,1544676853.502063,26667963,687,0
8,Q14,1544676853.504329,30110998,524,0
14,Q22,1544676853.506596,25158626,700,0
13,Q21,1544676853.506596,20576842,521,0
4,Q4,1544676853.625936,34158092,509,0
13,Q21,1544676853.625936,26543999,662,0
13,Q21,1544676853.625937,22652225,718,0
5,Q6,1544676853.625937,29989391,671,0
6,Q11,1544676853.625937,22321943,505,0
7,Q12,1544676853.625937,27931238,506,0
5,Q6,1544676853.625938,20457711,728,0
14,Q22,1544676853.625938,25039327,734,0
14,Q22,1544676853.625938,22652261,470,0
14,Q22,1544676853.625938,34157782,476,0
4,Q4,1544676853.625939,27931240,466,0
8,Q14,1544676853.625939,22321952,726,0
1,Q1,1544676853.625939,26544109,729,0
13,Q21,1544676853.625939,29989343,459,0
5,Q6,1544676853.627036,25038230,541,0
13,Q21,1544676853.674987,20408449,452,0
14,Q22,1544676853.678340,34105406,750,0
5,Q6,1544676853.723910,22554359,760,0
14,Q22,1544676853.726087,26443950,770,0
8,Q14,1544676853.726087,22221812,451,0
4,Q4,1544676853.726087,27831421,443,0
9,Q16,1544676853.728305,29938871,782,0
13,Q21,1544676853.728305,24936978,777,0
2,Q2,1544676853.728305,20355463,419,0
5,Q6,1544676853.728305,34055547,771,0
1,Q1,1544676853.728305,22549876,790,0
2,Q2,1544676853.730492,22220099,407,0
1,Q1,1544676853.730492,27827126,791,0
11,Q18,1544676853.730493,26445680,808,0
14,Q22,1544676853.730493,29884875,409,0
2,Q2,1544676853.783244,20300561,827,0
14,Q22,1544676853.783245,24881977,395,0
1,Q1,1544676853.783245,22494976,388,0
4,Q4,1544676853.783245,34000541,838,0
1,Q1,1544676853.783245,22167216,832,0
2,Q2,1544676853.783246,27777116,376,0
4,Q4,1544676853.784348,26391715,814,0
5,Q6,1544676853.830058,22448552,367,0
4,Q4,1544676853.830058,29785309,359,0
13,Q21,1544676853.830058,20253724,867,0
6,Q11,1544676853.830058,24835209,853,0
5,Q6,1544676853.830058,33953759,349,0
6,Q11,1544676853.833324,22117102,847,0
8,Q14,1544676853.877811,27682545,339,0
2,Q2,1544676853.877811,26300793,873,0
12,Q19,1544676853.877811,29787991,894,0
1,Q1,1544676853.878932,24786291,903,0
5,Q6,1544676853.878932,20204896,910,0
