Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
13,Q21,1544676221.919707,229982,9,0
6,Q11,1544676222.050080,300089,9,0
8,Q14,1544676222.249439,625581,9,0
13,Q21,1544676222.775245,199898,9,0
1,Q1,1544676222.874946,290747,9,0
2,Q2,1544676223.065600,242344,9,0
14,Q22,1544676223.208036,217414,9,0
14,Q22,1544676223.325262,713989,9,0
14,Q22,1544676223.833559,205780,5,0
4,Q4,1544676223.834654,178088,7,0
9,Q16,1544676223.834654,1015323,4,0
6,Q11,1544676223.834654,312088,6,0
13,Q21,1544676223.834654,213102,2,0
6,Q11,1544676223.835749,288805,3,0
13,Q21,1544676223.912425,220504,8,0
11,Q18,1544676223.912426,792357,1,0
14,Q22,1544676223.912426,225947,7,0
5,Q6,1544676223.914624,200789,0,0
13,Q21,1544676223.938707,315529,9,0
4,Q4,1544676223.938707,1036840,5,0
11,Q18,1544676223.947454,829635,2,0
4,Q4,1544676224.015352,178826,0,0
14,Q22,1544676224.024150,879671,3,0
9,Q16,1544676224.032917,943799,8,0
14,Q22,1544676224.039463,198660,7,0
6,Q11,1544676224.047131,296093,6,0
13,Q21,1544676224.094235,881318,0,0
13,Q21,1544676224.138366,212236,7,0
6,Q11,1544676224.154066,821098,9,0
4,Q4,1544676224.242864,170405,6,0
5,Q6,1544676224.250527,653392,7,0
4,Q4,1544676224.313048,668019,6,0
7,Q12,1544676224.605007,583333,1,0
11,Q18,1544676224.676511,808493,2,0
1,Q1,1544676224.749279,367672,4,0
8,Q14,1544676224.804083,607313,3,0
2,Q2,1544676224.804083,228372,7,0
13,Q21,1544676224.874718,196756,9,0
2,Q2,1544676224.875851,230487,5,0
5,Q6,1544676224.875851,194112,0,0
2,Q2,1544676224.876967,555154,8,0
1,Q1,1544676224.880324,872095,6,0
12,Q19,1544676224.931804,1131312,7,0
5,Q6,1544676224.969926,195587,0,0
4,Q4,1544676224.971071,615889,9,0
4,Q4,1544676225.005800,170858,5,0
6,Q11,1544676225.016990,277991,4,0
2,Q2,1544676225.065062,225777,0,0
2,Q2,1544676225.076248,358578,5,0
14,Q22,1544676225.088542,663982,1,0
13,Q21,1544676225.191334,2197211,0,0
5,Q6,1544676225.194697,196733,4,0
14,Q22,1544676225.291940,295052,4,0
5,Q6,1544676225.310938,195318,3,0
5,Q6,1544676225.332170,195525,8,0
6,Q11,1544676225.334411,280371,5,0
7,Q12,1544676225.384719,581921,2,0
11,Q18,1544676225.405950,1042354,3,0
7,Q12,1544676225.427195,1961637,8,0
7,Q12,1544676225.486446,586327,9,0
5,Q6,1544676225.486446,196371,4,0
13,Q21,1544676225.514389,198772,5,0
13,Q21,1544676225.582633,197018,4,0
4,Q4,1544676225.612737,170330,5,0
1,Q1,1544676225.652452,482269,6,0
4,Q4,1544676225.652452,1024042,1,0
9,Q16,1544676225.680149,1769486,4,0
6,Q11,1544676225.865967,381838,2,0
14,Q22,1544676225.963427,201789,7,0
13,Q21,1544676225.972184,193467,9,0
5,Q6,1544676226.034586,194985,6,0
5,Q6,1544676226.065254,194505,7,0
1,Q1,1544676226.065255,611318,9,0
7,Q12,1544676226.129889,1834780,6,0
13,Q21,1544676226.159463,193789,7,0
14,Q22,1544676226.252589,203989,7,0
6,Q11,1544676226.347861,277423,3,0
4,Q4,1544676226.356614,168140,7,0
2,Q2,1544676226.424541,225885,7,0
6,Q11,1544676226.525248,324947,3,0
14,Q22,1544676226.550406,1413832,7,0
13,Q21,1544676226.576694,193439,1,0
11,Q18,1544676226.669588,792505,1,0
2,Q2,1544676226.750798,223904,3,0
11,Q18,1544676226.875042,776090,3,0
2,Q2,1544676227.288651,226265,0,0
14,Q22,1544676227.288651,206952,8,0
6,Q11,1544676227.350282,884871,4,0
13,Q21,1544676227.395742,195330,8,0
13,Q21,1544676227.415410,194514,0,0
7,Q12,1544676227.491031,566824,8,0
7,Q12,1544676227.509936,598828,0,0
13,Q21,1544676227.551339,191362,3,0
5,Q6,1544676227.642985,194485,3,0
5,Q6,1544676227.736725,498583,3,0
14,Q22,1544676227.865211,203342,6,0
7,Q12,1544676227.957918,570470,8,0
1,Q1,1544676227.969105,263962,6,0
4,Q4,1544676228.009317,170399,0,0
2,Q2,1544676228.133385,225801,6,0
14,Q22,1544676228.135621,199600,4,0
6,Q11,1544676228.235079,272655,4,0
7,Q12,1544676228.259666,724686,6,0
6,Q11,1544676228.408302,274546,4,0
13,Q21,1544676228.428396,195749,8,0
5,Q6,1544676228.582549,193747,4,0
5,Q6,1544676228.676390,192747,4,0
4,Q4,1544676228.885305,166977,6,0
7,Q12,1544676228.952581,566326,6,0
6,Q11,1544676229.419185,271351,6,0
12,Q19,1544676229.591250,977491,6,0
