Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Q11,1544662291.574160,108851,0,0
3,Q13,1544662291.584004,157080,0,0
3,Q13,1544662291.640896,153304,0,0
8,Q22,1544662291.694493,207874,0,0
6,Q18,1544662291.802787,778319,0,0
5,Q17,1544662292.481223,10111909,0,0
4,Q16,1544662302.493422,967456,0,0
2,Q11,1544662303.361473,108647,0,0
7,Q19,1544662303.370234,10121454,0,0
8,Q22,1544662313.391868,213264,0,0
1,Q2,1544662313.504570,615779,0,0
2,Q11,1544662314.019759,107696,0,0
2,Q11,1544662314.027416,105288,0,0
6,Q18,1544662314.032885,774912,0,0
1,Q2,1544662314.707568,605486,0,0
2,Q11,1544662315.212853,105407,0,0
2,Q11,1544662315.218517,104442,0,0
4,Q16,1544662315.223059,950549,0,0
4,Q16,1544662316.073709,988999,0,0
1,Q2,1544662316.962815,600824,0,0
4,Q16,1544662317.463690,1008959,0,0
8,Q22,1544662318.372080,206280,0,0
8,Q22,1544662318.478479,206917,0,0
7,Q19,1544662318.584872,10111523,0,0
2,Q11,1544662328.596518,107852,0,0
1,Q2,1544662328.604425,611259,0,0
3,Q13,1544662329.115104,156679,0,0
1,Q2,1544662329.171422,598893,0,0
6,Q18,1544662329.670235,779495,0,0
1,Q2,1544662330.349699,599234,0,0
1,Q2,1544662330.848352,604966,0,0
6,Q18,1544662331.353145,763590,0,0
6,Q18,1544662332.016686,762921,0,0
6,Q18,1544662332.679652,773190,0,0
3,Q13,1544662333.352385,155543,0,0
2,Q11,1544662333.407436,106109,0,0
4,Q16,1544662333.413298,947649,0,0
8,Q22,1544662334.260489,208405,0,0
4,Q16,1544662334.368194,931710,0,0
2,Q11,1544662335.199495,105956,0,0
2,Q11,1544662335.205115,105702,0,0
2,Q11,1544662335.210728,105162,0,0
6,Q18,1544662335.215212,764426,0,0
1,Q2,1544662335.879671,608145,0,0
4,Q16,1544662336.386882,936197,0,0
2,Q11,1544662337.222764,105586,0,0
1,Q2,1544662337.228378,603109,0,0
8,Q22,1544662337.730881,206626,0,0
