Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
5,Q6,1544684182.066844,193378,1,0
7,Q12,1544684182.066845,627940,6,0
5,Q6,1544684182.066845,579625,9,0
13,Q21,1544684182.120902,1151506,4,0
1,Q1,1544684182.132397,268275,0,0
5,Q6,1544684182.161611,672530,1,0
12,Q19,1544684182.217709,2646498,8,0
6,Q11,1544684182.300678,306159,0,0
2,Q2,1544684182.506388,225912,0,0
14,Q22,1544684182.508713,233520,2,0
14,Q22,1544684182.547108,242160,9,0
9,Q16,1544684182.594789,1542018,6,0
4,Q4,1544684182.632128,172478,0,0
13,Q21,1544684182.642051,285987,2,0
11,Q18,1544684182.648591,2221831,5,0
1,Q1,1544684182.689977,264465,9,0
14,Q22,1544684182.704149,198997,0,0
13,Q21,1544684182.734297,193670,1,0
7,Q12,1544684182.802942,573268,0,0
13,Q21,1544684182.828274,197474,1,0
5,Q6,1544684182.828275,1255297,2,0
4,Q4,1544684182.854883,169321,9,0
14,Q22,1544684182.924000,1946220,9,0
13,Q21,1544684182.926300,191676,1,0
13,Q21,1544684183.018776,196158,1,0
6,Q11,1544684183.033792,280768,7,0
8,Q14,1544684183.115611,710015,1,0
2,Q2,1544684183.173345,1121948,4,0
13,Q21,1544684183.175638,196447,3,0
6,Q11,1544684183.214691,279016,7,0
4,Q4,1544684183.271221,1874229,3,0
13,Q21,1544684183.275660,196317,0,0
14,Q22,1544684183.372195,199879,0,0
5,Q6,1544684183.394040,194558,7,0
13,Q21,1544684183.472415,446647,0,0
14,Q22,1544684183.488603,806666,7,0
1,Q1,1544684183.726462,264582,1,0
9,Q16,1544684183.818698,949705,0,0
14,Q22,1544684183.891368,1254095,1,0
13,Q21,1544684183.983887,225646,2,0
4,Q4,1544684184.036792,172066,6,0
14,Q22,1544684184.108563,192997,6,0
6,Q11,1544684184.109682,278829,2,0
9,Q16,1544684184.195397,952053,7,0
13,Q21,1544684184.195398,198323,4,0
2,Q2,1544684184.202405,631876,6,0
4,Q4,1544684184.289023,856453,2,0
2,Q2,1544684184.293592,224436,4,0
14,Q22,1544684184.418162,199782,4,0
4,Q4,1544684184.518343,170409,4,0
5,Q6,1544684184.588876,194610,4,0
4,Q4,1544684184.667836,584224,0,0
5,Q6,1544684184.682847,195250,4,0
5,Q6,1544684184.734121,194819,6,0
14,Q22,1544684184.764339,615445,8,0
13,Q21,1544684184.769975,194006,9,0
5,Q6,1544684184.771128,193202,5,0
13,Q21,1544684184.778090,194923,4,0
6,Q11,1544684184.828817,318070,6,0
13,Q21,1544684184.864783,387295,9,0
4,Q4,1544684184.864783,169503,5,0
2,Q2,1544684184.873730,271758,4,0
6,Q11,1544684184.934796,445010,5,0
2,Q2,1544684185.045722,226262,3,0
2,Q2,1544684185.045722,223614,1,0
13,Q21,1544684185.045722,197443,2,0
6,Q11,1544684185.045723,279543,4,0
4,Q4,1544684185.046881,273877,6,0
5,Q6,1544684185.046881,194564,7,0
5,Q6,1544684185.141240,195260,7,0
1,Q1,1544684185.143480,879849,2,0
