Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,Q2,1544660538.950442,609044,0,0
5,Q17,1544660539.460134,10113288,0,0
1,Q2,1544660549.472719,607818,0,0
4,Q16,1544660549.980077,913369,0,0
5,Q17,1544660550.794199,10109270,0,0
4,Q16,1544660560.803083,915308,0,0
7,Q19,1544660561.618332,10110793,0,0
2,Q11,1544660571.629092,109877,0,0
1,Q2,1544660571.638436,619412,0,0
2,Q11,1544660572.158326,107017,0,0
2,Q11,1544660572.165441,105191,0,0
8,Q22,1544660572.171324,103034,0,0
2,Q11,1544660572.174784,105128,0,0
6,Q18,1544660572.180687,789321,0,0
8,Q22,1544660572.869849,104045,0,0
6,Q18,1544660572.873273,792555,0,0
6,Q18,1544660573.565713,787061,0,0
5,Q17,1544660574.252958,10107461,0,0
8,Q22,1544660584.259731,104848,0,0
3,Q13,1544660584.264269,157533,0,0
4,Q16,1544660584.321009,924411,0,0
2,Q11,1544660585.146071,106904,0,0
