Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Q2,1544754370.497312,683137,5,0
5,Q6,1544754370.790013,198968,4,0
5,Q6,1544754370.888813,195824,1,0
14,Q22,1544754370.889958,441151,4,0
13,Q21,1544754370.949087,2329917,8,0
8,Q14,1544754370.984944,594800,1,0
1,Q1,1544754370.995009,269983,7,0
13,Q21,1544754371.080751,193635,5,0
2,Q2,1544754371.083087,220995,3,0
4,Q4,1544754371.164539,169917,7,0
9,Q16,1544754371.174524,1016370,5,0
13,Q21,1544754371.204166,220819,3,0
9,Q16,1544754371.231922,2105554,6,0
13,Q21,1544754371.231922,440595,4,0
12,Q19,1544754371.235385,1031509,7,0
14,Q22,1544754371.325163,211323,3,0
8,Q14,1544754371.437106,581071,3,0
14,Q22,1544754371.479895,210297,1,0
9,Q16,1544754371.572298,1430509,4,0
14,Q22,1544754371.590849,209711,1,0
6,Q11,1544754371.700470,1634844,1,0
4,Q4,1544754371.917914,222788,3,0
4,Q4,1544754371.995512,338299,9,0
14,Q22,1544754372.040681,209440,3,0
11,Q18,1544754372.042922,816139,0,0
1,Q1,1544754372.089984,270762,5,0
4,Q4,1544754372.150530,957975,3,0
13,Q21,1544754372.166342,194536,7,0
13,Q21,1544754372.233559,1231506,9,0
4,Q4,1544754372.261308,166801,5,0
5,Q6,1544754372.261308,194312,7,0
14,Q22,1544754372.328213,206790,5,0
4,Q4,1544754372.355882,565052,7,0
1,Q1,1544754372.435506,263597,5,0
5,Q6,1544754372.599442,509097,5,0
1,Q1,1544754372.759050,265032,0,0
13,Q21,1544754372.821413,643672,7,0
4,Q4,1544754372.903235,168493,4,0
9,Q16,1544754372.923983,1014552,0,0
6,Q11,1544754372.970784,259954,4,0
1,Q1,1544754373.007762,271259,3,0
5,Q6,1544754373.007762,195643,5,0
2,Q2,1544754373.103071,232641,5,0
5,Q6,1544754373.130707,204591,4,0
11,Q18,1544754373.179187,1186296,2,0
4,Q4,1544754373.179187,1179746,8,0
14,Q22,1544754373.179187,210096,3,0
12,Q19,1544754373.235964,1749788,4,0
14,Q22,1544754373.235964,208860,1,0
6,Q11,1544754373.235965,259039,5,0
1,Q1,1544754373.237154,270095,6,0
4,Q4,1544754373.288984,169480,3,0
5,Q6,1544754373.345133,194557,1,0
14,Q22,1544754373.358913,1006383,3,0
2,Q2,1544754373.365751,223931,9,0
2,Q2,1544754373.365751,1623108,7,0
13,Q21,1544754373.394645,195004,5,0
2,Q2,1544754373.407303,225909,6,0
4,Q4,1544754373.439684,167052,1,0
7,Q12,1544754373.489618,563342,5,0
2,Q2,1544754373.489619,225096,9,0
1,Q1,1544754373.506584,1878544,1,0
2,Q2,1544754373.533173,225785,6,0
13,Q21,1544754373.614907,1373919,9,0
8,Q14,1544754373.659583,545656,6,0
1,Q1,1544754373.838619,267694,0,0
1,Q1,1544754373.953455,270255,5,0
2,Q2,1544754374.006755,221722,0,0
4,Q4,1544754374.105120,168512,6,0
9,Q16,1544754374.123572,1308880,5,0
5,Q6,1544754374.129361,192950,0,0
4,Q4,1544754374.173508,996452,6,0
5,Q6,1544754374.222989,191923,0,0
13,Q21,1544754374.258537,196561,8,0
9,Q16,1544754374.265361,973658,3,0
8,Q14,1544754374.265361,558285,2,0
5,Q6,1544754374.315074,194533,0,0
14,Q22,1544754374.355526,1215034,8,0
2,Q2,1544754374.409357,223744,0,0
2,Q2,1544754374.533950,638889,0,0
8,Q14,1544754374.723944,661509,2,0
4,Q4,1544754374.885635,167205,4,0
2,Q2,1544754374.889058,495983,9,0
9,Q16,1544754374.889059,1007269,7,0
13,Q21,1544754374.953705,193499,4,0
13,Q21,1544754375.046905,523676,4,0
2,Q2,1544754375.070059,314263,6,0
6,Q11,1544754375.073519,311516,0,0
2,Q2,1544754375.138292,309470,3,0
5,Q6,1544754375.286287,214703,2,0
6,Q11,1544754375.286288,280617,6,0
1,Q1,1544754375.286288,894813,1,0
6,Q11,1544754375.286288,280287,9,0
13,Q21,1544754375.286288,377459,0,0
2,Q2,1544754375.384691,172663,5,0
11,Q18,1544754375.384885,775644,3,0
2,Q2,1544754375.400994,223917,2,0
14,Q22,1544754375.456911,218518,5,0
4,Q4,1544754375.465876,166926,9,0
4,Q4,1544754375.466996,714273,6,0
14,Q22,1544754375.470362,301747,8,0
8,Q14,1544754375.470362,564852,4,0
2,Q2,1544754375.525243,226357,2,0
2,Q2,1544754375.533371,832549,9,0
4,Q4,1544754375.563322,170455,0,0
14,Q22,1544754375.576021,204557,5,0
4,Q4,1544754375.633385,169979,0,0
14,Q22,1544754375.651272,530093,2,0
8,Q14,1544754375.671997,805493,8,0
13,Q21,1544754375.681244,212728,5,0
14,Q22,1544754375.703080,210706,0,0
5,Q6,1544754375.794379,571501,5,0
13,Q21,1544754375.796744,192385,7,0
13,Q21,1544754375.813959,194191,0,0
4,Q4,1544754375.889981,166500,7,0
