Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Q11,1544661287.429186,111915,0,0
5,Q17,1544661287.440639,10120820,0,0
4,Q16,1544661297.461917,912763,0,0
2,Q11,1544661298.274255,109358,0,0
3,Q13,1544661298.283327,160683,0,0
5,Q17,1544661298.343488,10109129,0,0
8,Q22,1544661308.352802,104967,0,0
7,Q19,1544661308.357345,10112900,0,0
6,Q18,1544661318.371184,795236,0,0
2,Q11,1544661319.067080,107274,0,0
8,Q22,1544661319.074785,104104,0,0
3,Q13,1544661319.079191,154129,0,0
1,Q2,1544661319.134239,625351,0,0
4,Q16,1544661319.660477,929004,0,0
1,Q2,1544661320.489453,589152,0,0
2,Q11,1544661320.979313,106747,0,0
8,Q22,1544661320.985916,104286,0,0
1,Q2,1544661320.990324,593487,0,0
1,Q2,1544661321.483616,589533,0,0
5,Q17,1544661321.973634,10108278,0,0
6,Q18,1544661331.981412,752114,0,0
3,Q13,1544661332.633644,153243,0,0
1,Q2,1544661332.687255,592819,0,0
