Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
7,Q2,1544590175.398774,633148,0,0
14,Q13,1544590175.931800,171746,0,0
12,Q11,1544590176.003319,104113,0,0
21,Q21,1544590176.007942,10114611,0,0
16,Q16,1544590186.023216,1112157,0,0
20,Q20,1544590187.035725,10118987,0,0
22,Q22,1544590197.055451,101170,0,0
22,Q22,1544590197.056604,101504,0,0
16,Q16,1544590197.058912,1085252,0,0
12,Q11,1544590198.044723,102485,0,0
21,Q21,1544590198.047022,10117157,0,0
6,Q1,1544590208.064293,279564,0,0
11,Q9,1544590208.244671,6000190,0,0
6,Q1,1544590214.144694,272097,0,0
10,Q6,1544590214.316189,267959,0,0
7,Q2,1544590214.483909,691964,0,0
21,Q21,1544590215.076090,10118234,0,0
8,Q3,1544590225.094879,10107309,0,0
1,NewOrder,1544590225.096008,53360027,0,0
7,Q2,1544590235.102000,719191,0,0
10,Q6,1544590235.721494,263095,0,0
22,Q22,1544590235.884903,102239,0,0
7,Q2,1544590235.887203,718456,0,0
6,Q1,1544590236.505759,273625,0,0
21,Q21,1544590236.679899,10113028,0,0
18,Q18,1544590246.693352,956483,0,0
15,Q14,1544590247.549639,543726,0,0
6,Q1,1544590247.992370,274712,0,0
17,Q17,1544590248.166920,10113622,0,0
12,Q11,1544590258.180241,103986,0,0
19,Q19,1544590258.184843,10114096,0,0
12,Q11,1544590268.199704,103760,0,0
8,Q3,1544590268.203166,10106801,0,0
9,Q4,1544590278.210434,242693,0,0
22,Q22,1544590278.353516,102352,0,0
2,Payment,1544590278.356833,6302819,0,0
9,Q4,1544590278.356849,204436,0,0
6,Q1,1544590278.460480,275089,0,0
11,Q9,1544590278.636375,6019251,0,0
12,Q11,1544590284.556336,103418,0,0
