Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
6,Q18,1544661759.274283,767186,0,0
4,Q16,1544661759.941852,900740,0,0
5,Q17,1544661760.742724,10112476,0,0
3,Q13,1544661770.755672,154702,0,0
7,Q19,1544661770.810390,10109909,0,0
2,Q11,1544661780.820244,108108,0,0
8,Q22,1544661780.827899,198195,0,0
1,Q2,1544661780.926347,597266,0,0
6,Q18,1544661781.423009,752301,0,0
2,Q11,1544661782.075007,106819,0,0
3,Q13,1544661782.081573,150091,0,0
7,Q19,1544661782.131900,10107514,0,0
2,Q11,1544661792.138990,106034,0,0
1,Q2,1544661792.144462,598188,0,0
6,Q18,1544661792.642186,743972,0,0
8,Q22,1544661793.286520,198912,0,0
6,Q18,1544661793.384955,742659,0,0
1,Q2,1544661794.028085,587484,0,0
7,Q19,1544661794.515981,10108643,0,0
2,Q11,1544661804.525524,105574,0,0
4,Q16,1544661804.532053,942516,0,0
